Unnamed: 0,...1,Address_ID,Timestamp,Do.you.agree.to.participate.in.this.study.,X1..Auditors.Name,X2..GPS.Coordinates.of.the.Shop,X3..Market.Name,X4...Group.,X5..Section,X6..Line,X7..Block.Number,X8..Shop.Number..Visible.Tag.,X9..Shop.Number..Count.,X10..Shop.Level,X11..Shop.Occupancy.Status,X16..Contact.Information,Lighting...Estimated.Power.Req....W.,Cooling...Estimated.Power.Req....W.,Others...Estimated.Power.Req....W.,Total...Estimated.Power.Req....W.,Additional.Load.from.Requested.Appliances
703,4779,FTU--SEC(SECTION E)--LIN(LINE 2)--BL(MASKA BLOCK)--SNUM(3352)--SLEV(0),2022-09-20 02:18:49,Accept,Auditor 37,"11.5xxxx2, 7.33xxxx",Funtua Central Market,Open Stall,SECTION E,LINE 2,MASKA BLOCK,3352,87.0,GROUND FLOOR,WAREHOUSE,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
704,537,ABG--SEC(SECTION BA)--LIN(LINE 1)--BL(BLOCK BA10)--SNUM(BA570)--SLEV(0),2022-05-31 11:05:12,Accept,Auditor 1,"10.5xxxx3, 7.42xxxx",Abubakar Gumi Central Market,Closed Shop,SECTION BA,LINE 1,BLOCK BA10,BA570,6.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,20.0,40.0,0.0,60.0,0.0
705,918,Margaret--SEC(D)--LIN(4)--BL(11)--SNUM(4711)--SLEV(0),2022-04-08 14:10:00,Accept,Auditor 3,"6.31xxxx, 8.12xxxx",Margaret Umahi Market,Open Stall,D,4,11,4711,40.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
706,384,Nekede--SEC(A)--LIN(1)--BL(1)--SNUM(50)--SLEV(0),2022-04-01 10:03:00,Accept,Auditor 5,"5.45xxxx, 7.04xxxx",Nekede Industrial Cluster Market,Closed Shop,A,1,1,50,43.0,GROUND FLOOR,LOCKED UP,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
707,8593,SBG--SEC(SECTION F)--LIN(LINE 2)--BL(FH)--SNUM(8597)--SLEV(0),2022-06-04 13:46:00,Accept,Auditor 6,"11.1xxxx6, 7.72xxxx",Sabongari Zaria,Closed Shop,SECTION F,LINE 2,FH,8597,32.0,GROUND FLOOR,LOCKED UP,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
708,1926,AkpaAndem--SEC(A)--LIN(4)--BL(1)--SNUM(2799)--SLEV(0),2022-03-29 13:41:51,Accept,Auditor 15,"5.01xxxx, 7.92xxxx",Akpan Andem Market,Open Stall,A,4,1,2799,209.0,GROUND FLOOR,SHED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
709,2484,OKJ--SEC(SECTION B)--LIN(LINE 3)--BL(36)--SNUM(790)--SLEV(0),2022-05-18 13:29:03,Accept,Auditor 8,"6.81xxxx, 3.93xxxx",Oke-Aje Market,Closed Shop,SECTION B,LINE 3,36,790,3.0,GROUND FLOOR,LOCKED UP,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
710,5339,KRM--SEC(SECTION D)--LIN(LINE 2)--BL(BLOCK 76)--SNUM(5218)--SLEV(GROUND FLOOR),2022-05-22 14:24:03,Accept,Auditor 26,"12.0xxxx8, 8.51xxxx",Kurmi Market / Kurumi Market,Closed Shop,SECTION D,LINE 2,BLOCK 76,5218,21.0,GROUND FLOOR,UNDER CONSTRUCTION,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
711,21931,Onitsha--SEC(A)--LIN(14)--BL(6)--SNUM(5468)--SLEV(FIRST FLOOR),2022-06-07 16:34:00,Accept,Auditor 15,"6.14xxxx, 6.77xxxx",Onitsha Main Market,Open Stall,A,14,6,5468,228.0,FIRST FLOOR,RESIDENTIAL,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
714,33,Old-textile--SEC(B)--LIN(1)--BL(1)--SNUM(71)--SLEV(0),2022-05-12 11:32:00,Accept,Auditor 1,"7.63xxxx, 5.20xxxx",Old Textile Market,Closed Shop,B,1,1,71,5.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
715,3718,AkpaAndem--SEC(A)--LIN(3)--BL(5)--SNUM(2435)--SLEV(0),2022-03-30 12:44:06,Accept,Auditor 19,"5.01xxxx, 7.92xxxx",Akpan Andem Market,Open Stall,A,3,5,2435,174.0,GROUND FLOOR,SHED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
716,8370,SBG--SEC(SECTION F)--LIN(LINE 1)--BL(FD)--SNUM(8374)--SLEV(0),2022-06-04 11:40:00,Accept,Auditor 4,"11.1xxxx6, 7.72xxxx",Sabongari Zaria,Closed Shop,SECTION F,LINE 1,FD,8374,18.0,GROUND FLOOR,UNDER CONSTRUCTION,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
717,8630,SBG--SEC(SECTION F)--LIN(LINE 2)--BL(FI)--SNUM(8634)--SLEV(0),2022-05-31 13:46:31,Accept,Auditor 3,"11.1xxxx6, 7.72xxxx",Sabongari Zaria,Closed Shop,SECTION F,LINE 2,FI,8634,7.0,GROUND FLOOR,LOCKED UP,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
719,310,Ngwa--SEC(A)--LIN(37)--BL(2)--SNUM(732)--SLEV(0),2022-03-30 12:06:59,Accept,Auditor 8,"5.10xxxx, 7.36xxxx",Ngwa Road Market,Open Stall,A,37,2,732,98.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
720,4152,PTK--SEC(SECTION D)--LIN(LINE 2)--BL(BLOCK CE)--SNUM(CE4152)--SLEV(0),2022-06-16 10:48:25,Accept,Auditor 7,"10.5xxxx3, 7.41xxxx",Panteka Market,Open Stall,SECTION D,LINE 2,BLOCK CE,CE4152,1.0,GROUND FLOOR,LOCKED UP,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
721,3524,KTK--SEC(SECTION A)--LIN(LINE 1)--BL(26)--SNUM(847)--SLEV(0),2022-03-19 10:59:39,Accept,Auditor 7,"9.94xxxx, 8.87xxxx",Katako,Closed Shop,SECTION A,LINE 1,26,847,9.0,GROUND FLOOR,LOCKED UP,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
722,2409,Ochanja--SEC(A)--LIN(5)--BL(2)--SNUM(769)--SLEV(0),2022-06-30 16:53:01,Accept,Auditor 3,"6.13xxxx, 6.78xxxx",Ochanja,Closed Shop,A,5,2,769,116.0,GROUND FLOOR,LOCKED UP,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
723,2041,Margaret--SEC(A)--LIN(4)--BL(1)--SNUM(1817)--SLEV(0),2022-04-05 15:48:00,Accept,Auditor 4,"6.31xxxx, 8.12xxxx",Margaret Umahi Market,Open Stall,A,4,1,1817,87.0,GROUND FLOOR,SHED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
724,18571,Onitsha--SEC(A)--LIN(14)--BL(8)--SNUM(5954)--SLEV(GROUND FLOOR),2022-05-25 08:36:02,Accept,Auditor 12,"6.14xxxx, 6.77xxxx",Onitsha Main Market,Open Stall,A,14,8,5954,17.0,GROUND FLOOR,UNOCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
725,3371,KTS--SEC(SECTION C)--LIN(LINE 1)--BL(BLOCK 2)--SNUM(3371)--SLEV(0),2022-05-24 12:36:43,Accept,Auditor 3,"12.9xxxx6, 7.60xxxx",Katsina Central Market,Closed Shop,SECTION C,LINE 1,BLOCK 2,3371,208.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,30.0
726,367,ABG--SEC(SECTION BA)--LIN(LINE 2)--BL(BLOCK BA7)--SNUM(BA418)--SLEV(0),2022-05-30 13:19:04,Accept,Auditor 16,"10.5xxxx3, 7.42xxxx",Abubakar Gumi Central Market,Closed Shop,SECTION BA,LINE 2,BLOCK BA7,BA418,10.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,46.0,180.0,0.0,226.0,0.0
728,17,RDL--SEC(SECTION A)--LIN(LINE 1)--BL(BLOCK A)--SNUM(A17)--SLEV(0),2022-06-15 12:50:30,Accept,Auditor 1,"10.5xxxx5, 7.42xxxx",Rice Dealers Gunmi Mkt,Closed Shop,SECTION A,LINE 1,BLOCK A,A17,35.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,60.0
730,333,IEM--SEC(B)--LIN(1)--BL(1)--SNUM(333)--SLEV(0),2022-03-30 12:38:39,Accept,Auditor 5,"6.12xxxx, 6.77xxxx",International Electronics market,Open Stall,B,1,1,333,12.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
732,5884,AkpaAndem--SEC(A)--LIN(4)--BL(1)--SNUM(2914)--SLEV(0),2022-04-06 12:25:00,Accept,Auditor 14,"5.01xxxx, 7.92xxxx",Akpan Andem Market,Closed Shop,A,4,1,2914,12.0,GROUND FLOOR,SHED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
733,772,TND--SEC(SECTION A)--LIN(LINE 1)--BL(A12)--SNUM(772)--SLEV(0),2022-05-31 12:03:19,Accept,Auditor 14,"10.5xxxx4, 7.40xxxx",Tundun Wada market,Closed Shop,SECTION A,LINE 1,A12,772,16.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,436.0
734,166,WTI--SEC(SECTION B)--LIN(LINE 2)--BL(BLOCK Z)--SNUM(1197)--SLEV(0),2022-05-13 12:31:16,Accept,Auditor 9,"10.3xxxx5, 9.84xxxx",Wunti Market,Closed Shop,SECTION B,LINE 2,BLOCK Z,1197,10.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,510.0,40.0,140.0,690.0,0.0
735,13,Old-textile--SEC(B)--LIN(2)--BL(3)--SNUM(121)--SLEV(0),2022-05-12 10:42:00,Accept,Auditor 3,"7.63xxxx, 5.20xxxx",Old Textile Market,Closed Shop,B,2,3,121,2.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
736,1055,KTS--SEC(SECTION A)--LIN(LINE 2)--BL(BLOCK 18)--SNUM(1055)--SLEV(0),2022-05-21 11:42:00,Accept,Auditor 3,"12.9xxxx6, 7.60xxxx",Katsina Central Market,Closed Shop,SECTION A,LINE 2,BLOCK 18,1055,13.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,160.0,120.0,0.0,280.0,0.0
737,300,OBF--SEC(B)--LIN(2)--BL(2)--SNUM(392)--SLEV(0),2022-07-27 12:19:18,Accept,Auditor 1,"7.48xxxx, 4.55xxxx",Obalufo Market,Closed Shop,B,2,2,392,80.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
738,5068,Onitsha--SEC(A)--LIN(16)--BL(3)--SNUM(7172)--SLEV(GROUND FLOOR),2022-04-14 17:06:18,Accept,Auditor 16,"6.14xxxx, 6.77xxxx",Onitsha Main Market,Open Stall,A,16,3,7172,196.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,20.0
739,6199,KTS--SEC(SECTION D)--LIN(LINE 2)--BL(BLOCK 16)--SNUM(6199)--SLEV(0),2022-05-24 12:28:40,Accept,Auditor 4,"12.9xxxx6, 7.60xxxx",Katsina Central Market,Closed Shop,SECTION D,LINE 2,BLOCK 16,6199,14.0,GROUND FLOOR,UNOCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
740,408,TND--SEC(SECTION A)--LIN(LINE 2)--BL(A6)--SNUM(408)--SLEV(0),2022-05-30 13:13:16,Accept,Auditor 14,"10.5xxxx4, 7.40xxxx",Tundun Wada market,Closed Shop,SECTION A,LINE 2,A6,408,17.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,320.0
741,1485,BMP--SEC(SECTION B)--LIN(LINE 2)--BL(BLOCK BJ)--SNUM(1485)--SLEV(0),2022-05-18 11:13:42,Accept,Auditor 2,"12.0xxxx7, 8.56xxxx","Bompai cluster (textile manufacturers - (along club, Maganda and Mission roads)",Closed Shop,SECTION B,LINE 2,BLOCK BJ,1485,9.0,GROUND FLOOR,UNDER CONSTRUCTION,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
743,762,Margaret--SEC(D)--LIN(7)--BL(3)--SNUM(4899)--SLEV(0),2022-04-07 18:05:00,Accept,Auditor 2,"6.31xxxx, 8.12xxxx",Margaret Umahi Market,Closed Shop,D,7,3,4899,3.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,110.0
744,4053,SBG--SEC(SECTION C)--LIN(LINE 2)--BL(C81)--SNUM(4035)--SLEV(0),2022-06-06 12:17:00,Accept,Auditor 3,"11.1xxxx6, 7.72xxxx",Sabongari Zaria,Closed Shop,SECTION C,LINE 2,C81,4035,7.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,132.0,0.0,70.0,202.0,0.0
745,915,Babban-Kasuwa--SEC(SECTION A)--LIN(LINE 2)--BL(BLOCK J)--SNUM(915)--SLEV(0),2022-04-13 14:05:41,Accept,Auditor 9,"10.2xxxx2, 11.1xxxx6",Babban Kasuwa,Closed Shop,SECTION A,LINE 2,BLOCK J,915,38.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,20.0,40.0,0.0,60.0,0.0
746,408,KTU--SEC(SECTION B)--LIN(LINE 1)--BL(26)--SNUM(416)--SLEV(0),2022-03-05 15:16:00,Accept,Auditor 2,"6.59xxxx, 3.38xxxx",Ketu Market,Open Stall,SECTION B,LINE 1,26,416,47.0,GROUND FLOOR,SHED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
747,625,Onitsha--SEC(A)--LIN(24)--BL(1)--SNUM(8807)--SLEV(GROUND FLOOR),2022-04-09 17:22:00,Accept,Auditor 15,"6.14xxxx, 6.77xxxx",Onitsha Main Market,Open Stall,A,24,1,8807,143.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,20.0
749,913,SLJ--SEC(B)--LIN(15)--BL(1)--SNUM(1169)--SLEV(0),2022-03-17 12:14:38,Accept,Auditor 9,"9.17xxxx, 7.18xxxx",Suleja Central Market,Closed Shop,B,15,1,1169,6.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,395.0
750,442,ALD--SEC(A)--LIN(3)--BL(2)--SNUM(170)--SLEV(0),2022-05-19 13:02:41,Accept,Auditor 7,"6.60xxxx, 3.35xxxx",Alade Market,Closed Shop,A,3,2,170,18.0,GROUND FLOOR,LOCKED UP,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
751,16278,Onitsha--SEC(B)--LIN(3)--BL(1)--SNUM(10999)--SLEV(GROUND FLOOR),2022-04-14 06:07:56,Accept,Auditor 8,"6.14xxxx, 6.77xxxx",Onitsha Main Market,Open Stall,B,3,1,10999,11.0,GROUND FLOOR,SHED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
752,690,TND--SEC(SECTION A)--LIN(LINE 2)--BL(A10)--SNUM(690)--SLEV(0),2022-05-31 09:51:16,Accept,Auditor 9,"10.5xxxx4, 7.40xxxx",Tundun Wada market,Closed Shop,SECTION A,LINE 2,A10,690,20.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,740.0
753,6231,Ngwa--SEC(C)--LIN(40)--BL(2)--SNUM(6193)--SLEV(0),2022-03-28 12:01:07,Accept,Auditor 16,"5.10xxxx, 7.36xxxx",Ngwa Road Market,Open Stall,C,40,2,6193,1.0,GROUND FLOOR,SHED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
755,14002,Onitsha--SEC(D)--LIN(10)--BL(1)--SNUM(25416)--SLEV(GROUND FLOOR),2022-04-09 17:50:00,Accept,Auditor 1,"6.14xxxx, 6.77xxxx",Onitsha Main Market,Open Stall,D,10,1,25416,67.0,GROUND FLOOR,SHED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
756,4024,Onuimo--SEC(A)--LIN(152)--BL(2)--SNUM(3032)--SLEV(0),2022-04-12 12:28:00,Accept,Auditor 9,"5.55xxxx, 7.41xxxx",Industrial Market (Onuimo industrial and general goods market),Open Stall,A,152,2,3032,89.0,GROUND FLOOR,UNOCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
757,1818,PTK--SEC(SECTION B)--LIN(LINE 1)--BL(BLOCK AK)--SNUM(AK1818)--SLEV(0),2022-06-15 12:35:19,Accept,Auditor 7,"10.5xxxx3, 7.41xxxx",Panteka Market,Open Stall,SECTION B,LINE 1,BLOCK AK,AK1818,32.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
758,5696,Ngwa--SEC(C)--LIN(9)--BL(1)--SNUM(5564)--SLEV(0),2022-03-31 14:45:00,Accept,Auditor 8,"5.10xxxx, 7.36xxxx",Ngwa Road Market,Open Stall,C,9,1,5564,187.0,GROUND FLOOR,WAREHOUSE,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
759,1290,BMP--SEC(SECTION B)--LIN(LINE 2)--BL(BLOCK BF)--SNUM(1290)--SLEV(0),2022-05-18 11:39:39,Accept,Auditor 16,"12.0xxxx7, 8.56xxxx","Bompai cluster (textile manufacturers - (along club, Maganda and Mission roads)",Closed Shop,SECTION B,LINE 2,BLOCK BF,1290,21.0,GROUND FLOOR,UNDER CONSTRUCTION,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
760,5468,AkpaAndem--SEC(A)--LIN(4)--BL(3)--SNUM(3383)--SLEV(0),2022-04-05 11:53:00,Accept,Auditor 5,"5.01xxxx, 7.92xxxx",Akpan Andem Market,Closed Shop,A,4,3,3383,81.0,GROUND FLOOR,UNOCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
761,14390,Onitsha--SEC(B)--LIN(5)--BL(1)--SNUM(11620)--SLEV(GROUND FLOOR),2022-04-12 11:36:00,Accept,Auditor 8,"6.14xxxx, 6.77xxxx",Onitsha Main Market,Open Stall,B,5,1,11620,1.0,GROUND FLOOR,SHED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
763,1191,Onitsha--SEC(A)--LIN(1)--BL(7)--SNUM(365)--SLEV(GROUND FLOOR),2022-04-12 13:07:00,Accept,Auditor 11,"6.14xxxx, 6.77xxxx",Onitsha Main Market,Open Stall,A,1,7,365,17.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
764,522,FTU--SEC(SECTION D)--LIN(LINE 2)--BL(BLOCK AJ)--SNUM(2192)--SLEV(0),2022-09-19 10:55:22,Accept,Auditor 7,"11.5xxxx2, 7.33xxxx",Funtua Central Market,Open Stall,SECTION D,LINE 2,BLOCK AJ,2192,26.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
765,579,OBF--SEC(D)--LIN(1)--BL(1)--SNUM(813)--SLEV(0),2022-07-29 16:58:09,Accept,Auditor 6,"7.48xxxx, 4.55xxxx",Obalufo Market,Closed Shop,D,1,1,813,7.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,36.0
766,436,Watt--SEC(A)--LIN(11)--BL(1)--SNUM(1505)--SLEV(0),2022-03-19 11:44:23,Accept,Auditor 7,"4.95xxxx, 8.32xxxx",Watt Market,Closed Shop,A,11,1,1505,36.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
767,5368,KRM--SEC(SECTION D)--LIN(LINE 2)--BL(BLOCK 77)--SNUM(5355)--SLEV(FIRST FLOOR),2022-05-21 13:05:57,Accept,Auditor 8,"12.0xxxx8, 8.51xxxx",Kurmi Market / Kurumi Market,Closed Shop,SECTION D,LINE 2,BLOCK 77,5355,21.0,FIRST FLOOR,LOCKED UP,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
768,1665,FTU--SEC(SECTION F)--LIN(LINE 2)--BL(RED BLOCK)--SNUM(4156)--SLEV(0),2022-09-20 14:10:22,Accept,Auditor 27,"11.5xxxx2, 7.33xxxx",Funtua Central Market,Closed Shop,SECTION F,LINE 2,RED BLOCK,4156,3.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
769,1776,Aba-Ekeoha--SEC(B)--LIN(3)--BL(2)--SNUM(1787)--SLEV(0),2022-03-22 14:38:13,Accept,Auditor 9,"5.10xxxx, 7.36xxxx",Aba Ekeoha Shopping Center,Closed Shop,B,3,2,1787,142.0,GROUND FLOOR,UNOCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
770,3882,Aba-Ekeoha--SEC(D)--LIN(11)--BL(1)--SNUM(3920)--SLEV(0),2022-03-22 11:28:39,Accept,Auditor 9,"5.10xxxx, 7.36xxxx",Aba Ekeoha Shopping Center,Closed Shop,D,11,1,3920,10.0,GROUND FLOOR,LOCKED UP,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
771,614,WUY--SEC(SECTION A)--LIN(4)--BL(2)--SNUM(486)--SLEV(1),2022-08-31 14:21:40,Accept,Auditor 5,"9.05xxxx, 7.44xxxx",Wuye Market,Closed Shop,SECTION A,4,2,486,6.0,FIRST FLOOR,LOCKED UP,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
772,3537,Onuimo--SEC(A)--LIN(41)--BL(1)--SNUM(805)--SLEV(0),2022-04-01 19:23:00,Accept,Auditor 10,"5.55xxxx, 7.41xxxx",Industrial Market (Onuimo industrial and general goods market),Closed Shop,A,41,1,805,110.0,GROUND FLOOR,LOCKED UP,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
773,4718,AkpaAndem--SEC(A)--LIN(1)--BL(7)--SNUM(1160)--SLEV(0),2022-04-01 07:55:00,Accept,Auditor 4,"5.01xxxx, 7.92xxxx",Akpan Andem Market,Open Stall,A,1,7,1160,144.0,GROUND FLOOR,SHED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
774,3256,Babban-Kasuwa--SEC(SECTION C)--LIN(LINE 2)--BL(BLOCK AG)--SNUM(3256)--SLEV(0),2022-04-14 12:45:31,Accept,Auditor 1,"10.2xxxx2, 11.1xxxx6",Babban Kasuwa,Closed Shop,SECTION C,LINE 2,BLOCK AG,3256,43.0,GROUND FLOOR,LOCKED UP,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
775,1512,WUY--SEC(SECTION D)--LIN(5)--BL(1)--SNUM(119)--SLEV(0),2022-09-06 10:48:00,Accept,Auditor 4,"9.05xxxx, 7.44xxxx",Wuye Market,Closed Shop,SECTION D,5,1,119,15.0,GROUND FLOOR,LOCKED UP,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
776,619,Watt--SEC(B)--LIN(7)--BL(7)--SNUM(2458)--SLEV(0),2022-03-21 12:00:46,Accept,Auditor 3,"4.95xxxx, 8.32xxxx",Watt Market,Open Stall,B,7,7,2458,18.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
777,9567,Onitsha--SEC(A)--LIN(8)--BL(4)--SNUM(2071)--SLEV(GROUND FLOOR),2022-04-06 15:15:00,Accept,Auditor 16,"6.14xxxx, 6.77xxxx",Onitsha Main Market,Open Stall,A,8,4,2071,173.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,20.0
778,1990,AkpaAndem--SEC(B)--LIN(4)--BL(6)--SNUM(8135)--SLEV(0),2022-03-29 12:58:33,Accept,Auditor 5,"5.01xxxx, 7.92xxxx",Akpan Andem Market,Open Stall,B,4,6,8135,101.0,GROUND FLOOR,SHED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
779,3774,KTS--SEC(SECTION C)--LIN(LINE 2)--BL(BLOCK 8)--SNUM(3774)--SLEV(0),2022-05-25 10:31:40,Accept,Auditor 3,"12.9xxxx6, 7.60xxxx",Katsina Central Market,Closed Shop,SECTION C,LINE 2,BLOCK 8,3774,20.0,GROUND FLOOR,LOCKED UP,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
780,4121,FTU--SEC(SECTION B)--LIN(LINE 2)--BL(BLOCK V)--SNUM(1300)--SLEV(0),2022-09-18 14:25:58,Accept,Auditor 12,"11.5xxxx2, 7.33xxxx",Funtua Central Market,Closed Shop,SECTION B,LINE 2,BLOCK V,1300,2.0,GROUND FLOOR,WAREHOUSE,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
781,1607,Onitsha--SEC(C)--LIN(2)--BL(1)--SNUM(24015)--SLEV(GROUND FLOOR),2022-04-12 16:05:00,Accept,Auditor 11,"6.14xxxx, 6.77xxxx",Onitsha Main Market,Open Stall,C,2,1,24015,28.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
783,6450,AkpaAndem--SEC(A)--LIN(4)--BL(8)--SNUM(4171)--SLEV(0),2022-04-06 17:01:00,Accept,Auditor 15,"5.01xxxx, 7.92xxxx",Akpan Andem Market,Open Stall,A,4,8,4171,16.0,GROUND FLOOR,SHED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
784,1472,IGD--SEC(C)--LIN(5)--BL(6)--SNUM(1010)--SLEV(0),2022-04-07 15:33:00,Accept,Auditor 5,"5.52xxxx, 5.76xxxx",Igbudu market,Closed Shop,C,5,6,1010,55.0,GROUND FLOOR,LOCKED UP,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
785,1543,FCC--SEC(SECTION C)--LIN(LINE 2)--BL(BLOCK AE)--SNUM(AE1544)--SLEV(0),2022-06-10 12:03:00,Accept,Auditor 15,"10.5xxxx3, 7.42xxxx",Fabrics Dealers Chenchenia Mkt,Closed Shop,SECTION C,LINE 2,BLOCK AE,AE1544,14.0,GROUND FLOOR,LOCKED UP,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
786,1977,Aria--SEC(A)--LIN(1)--BL(2)--SNUM(1978)--SLEV(0),2022-03-31 13:36:12,Accept,Auditor 7,"6.45xxxx, 7.48xxxx",Aria New Market,Open Stall,A,1,2,1978,34.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
787,2229,Margaret--SEC(A)--LIN(4)--BL(2)--SNUM(1913)--SLEV(0),2022-04-07 12:27:00,Accept,Auditor 7,"6.31xxxx, 8.12xxxx",Margaret Umahi Market,Open Stall,A,4,2,1913,44.0,GROUND FLOOR,SHED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
788,518,Nekede--SEC(A)--LIN(7)--BL(1)--SNUM(528)--SLEV(0),2022-04-02 13:36:00,Accept,Auditor 4,"5.45xxxx, 7.04xxxx",Nekede Industrial Cluster Market,Open Stall,A,7,1,528,24.0,GROUND FLOOR,SHED,xxxxxxxxxxx,0.0,0.0,0.0,0.0,0.0
789,960,TSH--SEC(SECTION B)--LIN(LINE 10)--BL(BLOCK R)--SNUM(960)--SLEV(0),2022-04-14 13:30:16,Accept,Auditor 11,"10.2xxxx3, 11.1xxxx2",Tshon Kasuwa,Closed Shop,SECTION B,LINE 10,BLOCK R,960,25.0,GROUND FLOOR,OCCUPIED,xxxxxxxxxxx,20.0,80.0,0.0,100.0,0.0
